"Company Name#","Primary Contact","Parent Account",Email,"Main Phone","Other Phone",Fax,Website,"Address Type","Address1 Name","Address1 Street1","Address1 Street2","Address1 Street3","Address1 City","Address1 State","Address1 Zipcode","Address1 Country","Address Phone","Address1 Shipping Method","Address1 Freight Terms",Description,Industry,"Annual Revenue","No Of Employees",Siccode,Ownership,Tickersymbol,Territory,"Relationship Type",Category,Currency,"Credit Limit",CreditHold,"Payment Terms","Price List",Owner,PreferredMethodofContact,DonotAllowEmails,DonotAllowPhoneCalls,DonotAllowMails,DonotAllowBulkEmails,DonotAllowFaxes,FollowEmailActivity,OriginatingLead,SendMarketingMaterials,PreferRedday,PreferRedTime,PreferRedService,PreferRedFacilityEquipment,PreferRedUser,SageCustomerNumber,Baynets,ConstructionSafety,House,Incordplay,IncordPlaySpecialty,MaterialHandling,Specialty,Sports,Theatre,Distributor,Enduser,Termscode,NameofBroker,ShippingContact,CarrierShipvia,CarrierAccountNumber,CarrierContact,"CRM Guid","CRM Parent Account Id","CRM Parent Account Name","Pricing Tier","Active Flag",AccountNumber,Division,Salesperson
"Granby Zoo",,,,,,"(450) 372-3610",,,,"525 rue Saint-Hubert",,,Granby,QC,"J2G 5P3",CAN,,"PPA INTL",02,"Robin Ritz",,,,,,,,2,,,,,02,,"Robin Ritz",,,,,,,,,,,,,,,50-GRAN04,,,,,,,,,,,,02,,,,,,335d367f-2429-e711-815d-e0071b6a50c1,,,,1,19964,,"Robin Ritz"
"Gravisys Inc",,,,,,"(780) 410-9925",,,,"155 Athabascan Ave",,,"Sherwood Park",AB,"T8A 4C8",CAN,,"PPA INTL",02,"Joe Menhart",,,,,,,,2,,,,,02,,"Joe Menhart",,,,,,,,,,,,,,,15-GRAV03,,,,,,,,,,,,02,,,,,,fb56367f-2429-e711-815d-e0071b6a50c1,,,,1,12326,,"Joe Menhart"
"Great Canadian Oil Change",,,,,,,,,,"4 McLeod Ave",,,"Spruce Grove",AB,"T7X 4B8",CAN,,"PPA INTL",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-GREA15,,,,,,,,,,,,00,,,,,,4354367f-2429-e711-815d-e0071b6a50c1,,,,1,19724,,"Joe Menhart"
"Great Canadian Oil Change",,,,,,"(306) 934-7636",,,,"802 Circle Drive East",,,Saskatoon,SK,"S7K 3T8",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-GREA09,,,,,,,,,,,,00,,,,,,4d62367f-2429-e711-815d-e0071b6a50c1,,,,1,18566,,"House BayNets"
"Greg Firth",,,,,,,,,,"21458 24th Ave",,,Langley,BC,"V2Z 2A8",CAN,,"PPD GRD",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-GREG01,,,,,,,,,,,,00,,,,,,c947367f-2429-e711-815d-e0071b6a50c1,,,,1,12857,,"Robin Ritz"
"H20 Adventure + Fitness Centre",,,,,,,,,,"YMCA of Okanagan","4075 Gordon Drive",,Kelowna,BC,"V1W 5J2",CAN,,"PPD GRD",00,"Nikki Spirito",,,,,,,,2,,,,,00,,"Nikki Spirito",,,,,,,,,,,,,,,70-H20A01,,,,,,,,,,,,00,,,,,,74eaa84c-2429-e711-815d-e0071b6a50c1,,,,1,11997,,"Nikki Spirito"
"Hangman Productions",,,,,,"(604) 738-5791",,,,"12 East 4th Avenue",,,Vancouver,BC,"V5T 1E8",CAN,,"PPD GRD",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-HANG01,,,,,,,,,,,,00,,,,,,f6f5a84c-2429-e711-815d-e0071b6a50c1,,,,1,15736,,"Brian Hillery"
"Harris Rebar - Calgary",,,,,,"(403) 273-0841",,,,"3208 - 52nd St. SE",,,Calgary,AB,"T2B 1N2",CAN,,"PPA INTL",02,"Brian Hillery",,,,,,,,2,,,,,02,,"Brian Hillery",,,,,,,,,,,,,,,10-HARR12,,,,,,,,,,,,02,,,,,,f14e367f-2429-e711-815d-e0071b6a50c1,,,,1,12212,,"Brian Hillery"
"HayBoss Feeders",,,,,,,,,,"Box55 Site 13 RR1",,,Legal,AB,"T0G 1L0",CAN,,"PPA INTL",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-HAYB01,,,,,,,,,,,,00,,,,,,4f6c367f-2429-e711-815d-e0071b6a50c1,,,,1,17924,,"Jen Gowac"
"Hazmasters Inc.",,,,,,"(905) 427-9901",,,,"651 Harwood Ave. North","Unit 4",,Ajax,ON,"L1Z 0K4",CAN,,"PPA INTL",02,"Brian Hillery",,,,,,,,2,,,,,02,,"Brian Hillery",,,,,,,,,,,,,,,10-HAZM01,,,,,,,,,,,,02,,,,,,5cf6a84c-2429-e711-815d-e0071b6a50c1,,,,1,15739,,"Brian Hillery"
"Hazmasters Inc.",,,,,,,,,,"651 Harwood Ave. N., Unit 4",,,Ajax,ON,"L1Z 0K4",CAN,,"UPS PPD GRD",02,"House BayNets",,,,,,,,2,,,,,02,,"House BayNets",,,,,,,,,,,,,,,40-HAZM01,,,,,,,,,,,,02,,,,,,e566367f-2429-e711-815d-e0071b6a50c1,,,,1,19728,,"House BayNets"
"HBH Business Solutions Inc.",,,,,,,,,,"30 Bateman Mill Rd",,,"Shediac Cape",NB,"E4P 2Z2",CAN,,COLLECT,00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-HBHB01,,,,,,,,,,,,00,,,,,,8ceaa84c-2429-e711-815d-e0071b6a50c1,,,,1,12001,,House
"Heavy Industries",,,,,,,,,,"9192 52nd Street SE",,,Calgary,AB,"T2C 5A9",CAN,,"PPD GRD",02,"Robin Ritz",,,,,,,,2,,,,,02,,"Robin Ritz",,,,,,,,,,,,,,,50-HEAV02,,,,,,,,,,,,02,,,,,,0cffa84c-2429-e711-815d-e0071b6a50c1,,,,1,15202,,"Robin Ritz"
"Heavy Industries Theming Corp.",,,,,,"(403) 252-6682",,,,"9192 52nd Street SE",,,,AL,"T2C 5A9",CAN,,100000000,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,HEAV01,,,,,,,,,,,,,,,,,,03b2e0aa-2f29-e711-8112-e0071b6aa201,,,,1,10757,,
"High Adventure Technology",,,,,,,,,,"400 Element St.",,,Trois-Rivieres,QC,"G8W 1J9",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,70-HIGH05,,,,,,,,,,,,00,,,,,,af63367f-2429-e711-815d-e0071b6a50c1,,,,1,15530,,"Robin Ritz"
"Highland Pines",,,,,,,,,,"6634 5th Line Belwood",,,Belwood,ON,"N0B 1J0",CAN,,,00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-HIGH01,,,,,,,,,,,,00,,,,,,5cefa84c-2429-e711-815d-e0071b6a50c1,,,,1,12004,,"Jen Gowac"
"Hillfield Strathallan College",,,,,,,,,,"299 Fennell Ave",,,"West Hamilton",ON,"L9C 1G3",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-HILLF01,,,,,,,,,,,,00,,,,,,cf5d367f-2429-e711-815d-e0071b6a50c1,,,,1,17585,,"Robin Ritz"
"Hiway Steel Structure",,,,,,"(780) 928-3442",,,,"Box 618",,,"La Crete",AB,"T0H 2H0",CAN,,"UPS PPD GRD",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-HIWA01,,,,,,,,,,,,00,,,,,,8154367f-2429-e711-815d-e0071b6a50c1,,,,1,18575,,"House BayNets"
"Hollander Amusement",,,,,,"(416) 922-1085",,,,"514 Younge St",,,Toronto,ON,"M4Y 1X9",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-HOLL03,,,,,,,,,,,,00,,,,,,2b5f367f-2429-e711-815d-e0071b6a50c1,,,,1,18821,,"Robin Ritz"
"Horizon Landscape Contractors",,,,,,"(604) 533-3633",,,,"4104 232 Street",,,Langley,BC,"V2Z 2K2",CAN,,,00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-HORI05,,,,,,,,,,,,00,,,,,,8cefa84c-2429-e711-815d-e0071b6a50c1,,,,1,14084,,"Robin Ritz"
"Hudson Bay Mining & Smelting C",,,,,,"(204) 687-2760",,,,"PO Box 1500","#1 Company Rd.",,"Flin Flon",MB,"R8A 1N9",CAN,,"3RD PTY",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-HUDS01,,,,,,,,,,,,00,,,,,,895c367f-2429-e711-815d-e0071b6a50c1,,,,1,14967,,"House BayNets"
"IKEA Canada Ltd Partnership",,,,,,,,,,"1065 Plains Road East","Atn: Julia Fuller",,Burlington,ON,"L7T 4K1",CAN,,"PPA INTL",00,"Jerry O'Neill",,,,,,,,2,,,,,00,,"Jerry O'Neill",,,,,,,,,,,,,,,30-IKEA03,,,,,,,,,,,,00,,,,,,454a367f-2429-e711-815d-e0071b6a50c1,,,,1,15966,,"Jerry O'Neill"
"Imaging Calgary Inc.",,,,,,,,,,"234-5149 Country Hills Blvd.NW","Suite 462",,Calgary,AB,"T3A 5K8",CAN,,"PPD GRD",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-IMAG01,,,,,,,,,,,,00,,,,,,b5a5b046-2429-e711-815d-e0071b6a50c1,,,,1,13086,,"Charles Crawford"
"InCity Developments Limited",,,,,,613-274-7991,,,,"1457 Woodroffe Avenue",,,Ottawa,ON,"K2G 1W1",CAN,,"PPD GRD",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-INCI01,,,,,,,,,,,,00,,,,,,95a2b046-2429-e711-815d-e0071b6a50c1,,,,1,13818,,"Joe Menhart"
"Ingolf Goetz",,,,,,,,,,"14 Pooles Rd.",,,Midhurst,ON,"L0L 1X1",CAN,,"PPA INTL",02,"Robin Ritz",,,,,,,,2,,,,,02,,"Robin Ritz",,,,,,,,,,,,,,,50-INGO01,,,,,,,,,,,,02,,,,,,9950367f-2429-e711-815d-e0071b6a50c1,,,,1,12873,,"Robin Ritz"
Innocon,,,,,,"(905) 508-8690",,,,"50 Newkirk Road",,,"Richmond Hill",ON,"L4C 3G3",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-INNO02,,,,,,,,,,,,00,,,,,,9154367f-2429-e711-815d-e0071b6a50c1,,,,1,19735,,"House BayNets"
"International Chimney",,,,,,,,,,"520 Coronation Dr., Unit #9",,,Scarborough,ON,"M1E 5C7",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-INTE19,,,,,,,,,,,,00,,,,,,bd54367f-2429-e711-815d-e0071b6a50c1,,,,1,13439,,"Brian Hillery"
"International Play Company Inc",,,,,,"(604) 607-1132",,,,"215-27353 - 58th Crescent",,,Langley,BC,"V4W 3W7",CAN,,"PPA INTL",02,"Robin Ritz",,,,,,,,2,,,,,02,,"Robin Ritz",,,,,,,,,,,,,,,70-INTE06,,,,,,,,,,,,02,,,,,,796c367f-2429-e711-815d-e0071b6a50c1,,,,1,16693,,"Robin Ritz"
"ITC Construction Mngmt BC Inc",,,,,,,,,,"105-1500 Howe Street",,,Vancouver,BC,"V6Z 2N1",CAN,,"PPA INTL",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,15-ITCC01,,,,,,,,,,,,00,,,,,,0aeea84c-2429-e711-815d-e0071b6a50c1,,,,1,14708,,"Joe Menhart"
"Java Construction",,,,,,,,,,"#9 1100 7th Ave",,,Saskatoon,SK,"S7K 2V9",CAN,,"PPD GRD",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-JAVA01,,,,,,,,,,,,00,,,,,,976c367f-2429-e711-815d-e0071b6a50c1,,,,1,16696,,"Jen Gowac"
"JD Irving, Ltd.",,,,,,"(506) 632-4492",,,,"300 Union Street",,,"Saint John",NB,"E2L 4M3",CAN,,"PPA INTL",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-JDIR01,,,,,,,,,,,,00,,,,,,9d6c367f-2429-e711-815d-e0071b6a50c1,,,,1,19178,,"Jen Gowac"
"Jeffery Norman",,,,,,,,,,"6539 Clifford Ave RR1",,,Cornwall,ON,"K6H 7H9",CAN,,"PPA INTL",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-JEFF03,,,,,,,,,,,,00,,,,,,b961367f-2429-e711-815d-e0071b6a50c1,,,,1,13092,,"Charles Crawford"
"J.E. Verreault Ltee",,,,,,"(418) 529-9575",,,,"240 Chemin Sainte-Foy","C.P. 70048 Succ, Quebec-Centre",,Quebec,QC,"G2J 0A1",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-VERR01,,,,,,,,,,,,00,,,,,,bf5d367f-2429-e711-815d-e0071b6a50c1,,,,1,12741,,"House BayNets"
"Jiffy Lube #1030",,,,,,"(780) 989-1704",,,,"140025-23 Ave","John Bennett",,Edmonton,AB,"T6R 3L6",CAN,,"PPA INTL",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-JIFF49,,,,,,,,,,,,00,,,,,,b9a2b046-2429-e711-815d-e0071b6a50c1,,,,1,12613,,"Joe Menhart"
"Jiffy Lube #1053",,,,,,,,,,"2524 Guardian Rd. NW",,,Edmonton,AB,"T5T 1K8",CAN,,"UPS PPD GRD",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-JIFF03,,,,,,,,,,,,00,,,,,,e4f3a84c-2429-e711-815d-e0071b6a50c1,,,,1,14974,,"House BayNets"
"Jiffy Lube Charlotte Pantry",,,,,,"(705) 745-9390",,,,"514 Brook St",,,Whitby,ON,"L1N 2M8",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-JIFF39,,,,,,,,,,,,00,,,,,,17a6b046-2429-e711-815d-e0071b6a50c1,,,,1,13827,,"House BayNets"
"Jim Feilders",,,,,,,,,,"2268 Kerns Rd.",,,Burlington,ON,"L7P 1P8",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-JIMF01,,,,,,,,,,,,00,,,,,,af6c367f-2429-e711-815d-e0071b6a50c1,,,,1,17934,,House
"Joanne Pinnery",,,,,,,,,,"7 Blue Ridge Place",,,Calgary,AB,"T3L 2N5",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-JOAN05,,,,,,,,,,,,00,,,,,,bb63367f-2429-e711-815d-e0071b6a50c1,,,,1,14953,,"Robin Ritz"
"Joel Theatrical Rigging",,,,,,"(905) 890-7511",,,,"375 Watline Ave",,,Mississauga,ON,"L4Z 1P3",CAN,,COLLECT,02,"Joe Menhart",,,,,,,,2,,,,,02,,"Joe Menhart",,,,,,,,,,,,,,,15-JOEL01,,,,,,,,,,,,02,,,,,,ad67367f-2429-e711-815d-e0071b6a50c1,,,,1,18276,,"Joe Menhart"
"John Fleming",,,,,,,,,,"21 Christie St.",,,London,ON,"N6A 3Y7",CAN,,"PPA INTL",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-JOHN60,,,,,,,,,,,,00,,,,,,5160367f-2429-e711-815d-e0071b6a50c1,,,,1,15406,,"Charles Crawford"
"Johnson Controls AE",,,,,,"(519) 842-3443",,,,"100 Townline Rd",,,Tillsonburg,ON,"N4G 2R7",CAN,,"PPD GRD",00,"Brian Stevenson",,,,,,,,2,,,,,00,,"Brian Stevenson",,,,,,,,,,,,,,,30-JOHN06,,,,,,,,,,,,00,,,,,,b14a367f-2429-e711-815d-e0071b6a50c1,,,,1,18384,,"Brian Stevenson"
"Jolene Willoughby",,,,,,,,,,"55 Augusta Way","Grand Pines Golf Course","Box 128","Traverse Bay",MB,"R0E 2A0",CAN,,"PPA INTL",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-JOLE02,,,,,,,,,,,,00,,,,,,f3a5b046-2429-e711-815d-e0071b6a50c1,,,,1,11868,,"Charles Crawford"
"JT Swyers Co. Ltd.",,,,,,,,,,"11 Cape Shore Road",,,Bonavista,NL,"A0C 1B0",CAN,,"PPD GRD",00,"Nikki Spirito",,,,,,,,2,,,,,00,,"Nikki Spirito",,,,,,,,,,,,,,,70-JTSY01,,,,,,,,,,,,00,,,,,,e2eba84c-2429-e711-815d-e0071b6a50c1,,,,1,14412,,"Nikki Spirito"
"Jungle Hut",,,,,,,,,,"158 Dicenzo Dr",,,Hamilton,ON,"L9B 2K8",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-JUNG05,,,,,,,,,,,,00,,,,,,5af7a84c-2429-e711-815d-e0071b6a50c1,,,,1,14100,,"Robin Ritz"
"Kan-Go-Roo Playgrounds",,,,,,"(506) 789-0987",,,,"23 Boom Lane, Unit E","Industrial Park",,Atholville,NB,"E3N 4E8",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-KANG01,,,,,,,,,,,,00,,,,,,a0f9a84c-2429-e711-815d-e0071b6a50c1,,,,1,14101,,"Robin Ritz"
"Keith Yap",,,,,,,,,,"207-3330 Richter St",,,Kelowna,BC,"V1W 4V5",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-KEIT02,,,,,,,,,,,,00,,,,,,fb63367f-2429-e711-815d-e0071b6a50c1,,,,1,13246,,House
"Kiewit Infrastructure Co",,,,,,"(604) 928-0643",,,,"3773 Still Creek Ave",,,Burnaby,BC,"V5C 4E2",CAN,,"PPA INTL",02,"Brian Hillery",,,,,,,,2,,,,,02,,"Brian Hillery",,,,,,,,,,,,,,,10-KIEW05,,,,,,,,,,,,02,,,,,,f354367f-2429-e711-815d-e0071b6a50c1,,,,1,15760,,"Brian Hillery"
"King Materials Handling London",,,,,,"(519) 663-0785",,,,"1464 Crumlin Rd",,,London,ON,"N5V 1S1",CAN,,"PPA INTL",02,"Brian Stevenson",,,,,,,,2,,,,,02,,"Brian Stevenson",,,,,,,,,,,,,,,30-KING01,,,,,,,,,,,,02,,,,,,3d59367f-2429-e711-815d-e0071b6a50c1,,,,1,19595,,"Brian Stevenson"
"Konstant Redirack",,,,,,"(905) 337-5701",,,,"1303 N Service Rd, Unit #3",,,Oakville,ON,"L6H 1A7",CAN,,"PPA INTL",02,"Brian Stevenson",,,,,,,,2,,,,,02,,"Brian Stevenson",,,,,,,,,,,,,,,30-KONS03,,,,,,,,,,,,02,,,,,,d54a367f-2429-e711-815d-e0071b6a50c1,,,,1,17148,,"Brian Stevenson"
"KSL Design",,,,,,"(519) 758-6565",,,,"18 Spalding Dr.","PO Box 25085",,Brantford,ON,"N3T 6K5",CAN,,"3RD PTY",02,"Jerry Rodman",,,,,,,,2,,,,,02,,"Jerry Rodman",,,,,,,,,,,,,,,50-KSLD01,,,,,,,,,,,,02,,,,,,c15e367f-2429-e711-815d-e0071b6a50c1,,,,1,17610,,"Jerry Rodman"
"Kustermans Farm",,,,,,,,,,"9014 Century Dr",,,"Mt. Brydges",ON,"N0L 1W0",CAN,,"PPD GRD",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-KUST01,,,,,,,,,,,,00,,,,,,c35e367f-2429-e711-815d-e0071b6a50c1,,,,1,16365,,"Robin Ritz"
"LaForge BioEnviromental Inc",,,,,,"(506) 473-7045",,,,"269 Ch. de L' Eglise",,,St-Andre,NB,"E3Y 2W4",CAN,,"PPA INTL",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-LAFO01,,,,,,,,,,,,00,,,,,,855d367f-2429-e711-815d-e0071b6a50c1,,,,1,12028,,"Jen Gowac"
"Lark Group",,,,,,,,,,"Suite 1500 13737 - 96th Avenue",,,Surrey,BC,"V3V 0C6",CAN,,"PPD GRD",01,"Joe Menhart",,,,,,,,2,,,,,01,,"Joe Menhart",,,,,,,,,,,,,,,40-LARK01,,,,,,,,,,,,01,,,,,,60f4a84c-2429-e711-815d-e0071b6a50c1,,,,1,11437,,"Joe Menhart"
"Lasalle Canvas & Ropes",,,,,,"(514) 366-5003",,,,"9001 Elmslie St",,,Lasalle,QC,"H8R 1V4",CAN,,"COLLECT INTL",02,"Charles Crawford",,,,,,,,2,,,,,02,,"Charles Crawford",,,,,,,,,,,,,,,60-LASA01,,,,,,,,,,,,02,,,,,,ad68367f-2429-e711-815d-e0071b6a50c1,,,,1,17801,,"Charles Crawford"
"Launch Pad - Canada",,,,,,,,,,"6142 - 50th St. NW",,,Edmonton,AB,"T6B 2N7",CAN,,"PPA INTL",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-LAUN04,,,,,,,,,,,,00,,,,,,dd68367f-2429-e711-815d-e0071b6a50c1,,,,1,16565,,"Charles Crawford"
"Launch Zone Trampoline Park",,,,,,,,,,"13535 156th St. NW",,,Edmonton,AB,"T5V 1R9",CAN,,"PPD GRD",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-LAUN05,,,,,,,,,,,,00,,,,,,df68367f-2429-e711-815d-e0071b6a50c1,,,,1,16566,,"Charles Crawford"
"Laurentian Athletics Ind.",,,,,,"(905) 791-0068",,,,"15 Melanie Dr",,,Brampton,ON,"L6T 4K8",CAN,,"PPA INTL",02,"Charles Crawford",,,,,,,,2,,,,,02,,"Charles Crawford",,,,,,,,,,,,,,,60-LAUR06,,,,,,,,,,,,02,,,,,,c166367f-2429-e711-815d-e0071b6a50c1,,,,1,15416,,"Charles Crawford"
"Len's Mobile Welding",,,,,,,,,,"28385 Elise Ave",,,Bradner,BC,"V4X 2P1",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-LENS01,,,,,,,,,,,,00,,,,,,18eda84c-2429-e711-815d-e0071b6a50c1,,,,1,11439,,"House BayNets"
"Les Equipements JPB, Inc.",,,,,,"(514) 355-7900",,,,"5552 rue Louis-Dumouchel St.",,,Montreal,QC,"H1K 5G2",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-EQUI01,,,,,,,,,,,,00,,,,,,bd6b367f-2429-e711-815d-e0071b6a50c1,,,,1,20294,,House
"Lexon Projects, Inc",,,,,,,,,,"2327-91 Ave",,,Edmonton,AB,"T6P 1L1",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-LEXO01,,,,,,,,,,,,00,,,,,,feeda84c-2429-e711-815d-e0071b6a50c1,,,,1,12627,,"House BayNets"
"Liftsafe Fall Protection Inc",,,,,,"(519) 896-2085",,,,"409 Harmony Rd.",,,Ayr,ON,"N0B 1E0",CAN,,"3RD PTY",02,"Brian Hillery",,,,,,,,2,,,,,02,,"Brian Hillery",,,,,,,,,,,,,,,10-LIFT01,,,,,,,,,,,,02,,,,,,1155367f-2429-e711-815d-e0071b6a50c1,,,,1,18165,,"Brian Hillery"
"Lilac Resort, LTD",,,,,,"(204) 422-4091",,,,"PO Box 1105",,,"St Anne",MB,"R5H 1C1",CAN,,"PPD GRD",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-LILA01,,,,,,,,,,,,00,,,,,,1e00a94c-2429-e711-815d-e0071b6a50c1,,,,1,11699,,"Robin Ritz"
"Lineman's Testing Laboratories",,,,,,"(416) 748-0290",,,,"41 Rivalda Rd",,,Toronto,ON,"M9M 2M4",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-LINE02,,,,,,,,,,,,00,,,,,,1564367f-2429-e711-815d-e0071b6a50c1,,,,1,13256,,House
"Little Munchkins Family Daycar",,,,,,,,,,"154 Main St N","Box 2113",,Minnedosa,MB,"R0J 1E0",CAN,,"PPD GRD",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-LITT06,,,,,,,,,,,,00,,,,,,3d846dac-2429-e711-815d-e0071b6a50c1,,,,1,17959,,House
"Little Peoples Workshop Ltd",,,,,,,,,,"25 Mundy Pond Rd",,,"St. Johns",NL,"A1E 5C3",CAN,,"PPD GRD",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-LITT07,,,,,,,,,,,,00,,,,,,fb5e367f-2429-e711-815d-e0071b6a50c1,,,,1,20004,,"Robin Ritz"
"Lube Town",,,,,,,,,,"814 Martindale Blvd NE",,,Calgary,AB,"T3J 4J8",CAN,,"PPD GRD",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-LUBE01,,,,,,,,,,,,00,,,,,,08ffa84c-2429-e711-815d-e0071b6a50c1,,,,1,13840,,"House BayNets"
"Lubrication Station",,,,,,,,,,"111A Wheeler St",,,Saskatoon,SK,"S7P 0A4",CAN,,"UPS PPD GRD",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-LUBR05,,,,,,,,,,,,00,,,,,,90f4a84c-2429-e711-815d-e0071b6a50c1,,,,1,14989,,"Joe Menhart"
"Mainroad Lower Mainland",,,,,,"(604) 581-3712",,,,"Contracting LTD","8100 Nordel Way",,Delta,BC,"V4G 8A9",CAN,,"PPA INTL",02,"Brian Hillery",,,,,,,,2,,,,,02,,"Brian Hillery",,,,,,,,,,,,,,,10-MAIN01,,,,,,,,,,,,02,,,,,,2d55367f-2429-e711-815d-e0071b6a50c1,,,,1,18175,,"Brian Hillery"
"Maple Lodge Farms Ltd",,,,,,"(905) 450-4129",,,,"8301 Winston Churchill Blvd.",,,Brampton,ON,"L6Y 0A2",CAN,,"PPA INTL",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-MAPL01,,,,,,,,,,,,00,,,,,,57846dac-2429-e711-815d-e0071b6a50c1,,,,1,20349,,"Jen Gowac"
"MARIANI METAL FABRICATORS LTD.",,,,,,,,,,"263 Carrier Dr.",,,Etobicoke,ON,"M9W 5Y8",CAN,,,00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,50-MARI01,,,,,,,,,,,,00,,,,,,d6f7f195-4821-e711-810e-e0071b6ac0b1,,,,1,18854,,"Jen Gowac"
"Mark Fossay",,,,,,,,,,"Box 291",,,Starbuck,MB,"R0G 2P0",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-MARK04,,,,,,,,,,,,00,,,,,,495d367f-2429-e711-815d-e0071b6a50c1,,,,1,12253,,"Brian Hillery"
